bank_name,atm_cd,atm_lat,atm_long,stname,dtname,atm_city,atm_pin_cd
State Bank Of India,T1BS000916289,17.52214,78.43875,TELANGANA,Medchal Malkajgiri,SECUNDERABAD, 
State Bank Of India,T1BW000916280,17.52215,78.446341,TELANGANA,Medchal Malkajgiri,Secunderabad, 
Canara Bank,B3318001,17.522185,78.396512,TELANGANA,Medchal Malkajgiri, , 
ICICI Bank Ltd,SACWC446,17.522215,78.299461,TELANGANA,Sangareddy,Hyderabad, 
ICICI Bank Ltd,SACWH345,17.522215,78.299461,TELANGANA,Sangareddy,Hyderabad, 
State Bank Of India,T1BS000916290,17.52227,78.438969,TELANGANA,Medchal Malkajgiri, HYDERABAD, 
Axis Bank Ltd,CWCW23516,17.5223529,78.4296298,TELANGANA,Medchal Malkajgiri,0,500072
Axis Bank Ltd,DECN365901,17.522379,78.32659,TELANGANA,Sangareddy,HYDERABAD, 
ICICI Bank Ltd,SACWC447,17.522989,78.421493,TELANGANA,Medchal Malkajgiri, , 
ICICI Bank Ltd,SACWJ267,17.522989,78.421493,TELANGANA,Medchal Malkajgiri, , 
ICICI Bank Ltd,SACWC467,17.522989,78.421493,TELANGANA,Medchal Malkajgiri, , 
State Bank Of India,S1BW020524001,17.52312,78.439372,TELANGANA,Medchal Malkajgiri,MEDCHAL, 
Kotak Mahindra Bank Limited,HYOD9402,17.523549,78.454971,TELANGANA,Medchal Malkajgiri,Hyderabad, 
HDFC Bank Ltd,S1AWME01,17.5238,78.3218,TELANGANA,Sangareddy,Hyderabad,502032
South Indian Bank Ltd,05970001,17.5238,78.3814,TELANGANA,Medchal Malkajgiri,Greater Hyderabad,500090
Union Bank Of India,W2048001,17.5243,78.3235,TELANGANA,Sangareddy,"AMEENPUR,NIZAMABAD ZONE",502032
Union Bank Of India,N2048002,17.5243,78.3235,TELANGANA,Sangareddy,"AMEENPUR,NIZAMABAD ZONE",502032
State Bank Of India,S5NL020639621,17.52439,78.665605,TELANGANA,Medchal Malkajgiri,KEESARA, 
Axis Bank Ltd,BPCN274409,17.52445,78.422929,TELANGANA,Medchal Malkajgiri,HYDERABAD, 
Karnataka Bank Ltd,KBL19083,17.52459,78.511405,TELANGANA,Medchal Malkajgiri,Hyderabad,500047
Union Bank Of India,W2533001,17.5248,78.5362,TELANGANA,Medchal Malkajgiri,KOWKOOR,500010
Indian Overseas Bank,IOB6956,17.524815,78.449787,TELANGANA,Medchal Malkajgiri,HYDERABAD,0
HDFC Bank Ltd,P3ENHY70,17.524939,78.444289,TELANGANA,Medchal Malkajgiri, , 
Union Bank Of India,H1260101,17.525,78.4231,TELANGANA,Medchal Malkajgiri,HYDERABAD,500055
Union Bank Of India,N1260002,17.525088,78.422933,TELANGANA,Medchal Malkajgiri,HYDERABAD, 
Axis Bank Ltd,BPCN137804,17.52514008,78.51790724,TELANGANA,Medchal Malkajgiri,0,500010
Punjab National Bank,N2214900,17.5255,78.2714,TELANGANA,Sangareddy,Medak,502319
IDFC Bank,IN802151,17.52555,78.392689,TELANGANA,Medchal Malkajgiri,RAJIV GRUHAKALPA, 
Punjab National Bank,N1214900,17.5256,78.27149,TELANGANA,Sangareddy,MEDAK,502319
HDFC Bank Ltd,P3DCHD04,17.5259,78.4841,TELANGANA,Medchal Malkajgiri,Secunderabad,NULL
Bank Of Baroda,5DEN01592,17.525984,78.506113,TELANGANA,Medchal Malkajgiri,HYDERABAD,500014
Union Bank Of India,H1794101,17.5261,78.2708,TELANGANA,Sangareddy,MEDAK,500032
Canara Bank,8787896,17.526225,78.395086,TELANGANA,Medchal Malkajgiri, , 
Canara Bank,41731743,17.52633,78.39493,TELANGANA,Medchal Malkajgiri,"PRAGATHINAGAR, HYDERABAD",500071
Axis Bank Ltd,BPCN181721,17.526459,78.357889,TELANGANA,Medchal Malkajgiri,HYDERABAD, 
State Bank Of India,T1NW005916212,17.526525,78.276106,TELANGANA,Sangareddy,HYDERABAD, 
IDBI Bank Ltd,ID028011,17.52661,78.37112,TELANGANA,Medchal Malkajgiri,Rangareddi,500050
State Bank Of India,S1BG005916184,17.52662,78.327042,TELANGANA,Sangareddy,Hyderabad, 
Axis Bank Ltd,DPRH413701,17.526672,78.369305,TELANGANA,Medchal Malkajgiri,BHUPALPALLY, 
Bank Of India,AHY8023,17.526939,78.36938,TELANGANA,Medchal Malkajgiri, , 
ICICI Bank Ltd,SACWF908,17.526977,78.369486,TELANGANA,Medchal Malkajgiri,Hyderabad, 
Axis Bank Ltd,DPRH396601,17.527249,78.36942,TELANGANA,Medchal Malkajgiri,HYDERABAD, 
State Bank Of India,T1NH002714123,17.527348,78.659182,TELANGANA,Medchal Malkajgiri,SECUNDERABAD, 
Axis Bank Ltd,BPCN137803,17.52744761,78.51758436,TELANGANA,Medchal Malkajgiri,0,500010
Andhra Pradesh Grameena Vikas Bank,APGV816301,17.528008,78.267218,TELANGANA,Sangareddy,Patancheruvu, 
HDFC Bank Ltd,S1ANHB71,17.5282,78.2669,TELANGANA,Sangareddy,Hyderabad,NULL
State Bank Of India,S1BG002714101,17.528282,78.654393,TELANGANA,Medchal Malkajgiri,KEESARA,500062
Union Bank Of India,W1829001,17.5283,80.0081,TELANGANA,Mahabubabad,KURAVI,506105
Axis Bank Ltd,CWCW68709,17.528372,78.266925,TELANGANA,Sangareddy, , 
Uco Bank,NT123901,17.52841,78.26797,TELANGANA,Sangareddy,HYDERABAD,502319
State Bank Of India,S5BC018788621,17.528528,78.266907,TELANGANA,Sangareddy,PATANCHERU,502319
Axis Bank Ltd,CWCW68717,17.528609,78.27139,TELANGANA,Sangareddy,HYDERABAD, 
Union Bank Of India,W1794001,17.528699,78.2667,TELANGANA,Sangareddy,MEDAK, 
HDFC Bank Ltd,P3ENHY68,17.528719,78.514969,TELANGANA,Medchal Malkajgiri, , 
ICICI Bank Ltd,S1CNP930,17.528888,80.636146,TELANGANA,Bhadradri Kothagudem, , 
State Bank Of India,T1NW005916209,17.529053,78.283706,TELANGANA,Sangareddy,HYDERABAD, 
ICICI Bank Ltd,S1CNI936,17.529426,78.356697,TELANGANA,Medchal Malkajgiri, , 
State Bank Of India,S1BJ018640001,17.529461,78.307896,TELANGANA,Sangareddy,PATANCHERU, 
State Bank Of India,S1NW000916075,17.529525,78.519617,TELANGANA,Medchal Malkajgiri,Secunderabad, 
ICICI Bank Ltd,S1CWI402,17.529583,78.444422,TELANGANA,Medchal Malkajgiri,Hyderabad, 
HDFC Bank Ltd,P3ENHD01,17.5296,78.4444,TELANGANA,Medchal Malkajgiri,Hyderabad,NULL
ICICI Bank Ltd,SFCNQ790,17.529689,78.445137,TELANGANA,Medchal Malkajgiri, , 
Axis Bank Ltd,APCN70213,17.52975,78.5181,TELANGANA,Medchal Malkajgiri,SECUNDERABAD CANTONM, 
Axis Bank Ltd,LWCW68710,17.529939,78.262869,TELANGANA,Sangareddy,PATANCHERU, 
Axis Bank Ltd,SWRO68703,17.529939,78.262869,TELANGANA,Sangareddy,PATANCHERU, 
Axis Bank Ltd,CWRO68709,17.529939,78.262869,TELANGANA,Sangareddy,HYDERABAD, 
South Indian Bank Ltd,05970002,17.53,78.36,TELANGANA,Medchal Malkajgiri,Greater Hyderabad,500090
ICICI Bank Ltd,S1CNP686,17.530008,78.376518,TELANGANA,Medchal Malkajgiri, , 
Axis Bank Ltd,BWCW130525,17.530152,78.445283,TELANGANA,Medchal Malkajgiri, , 
State Bank Of India,S1BW008793001,17.53094,80.23279,TELANGANA,Khammam,KHAMMAM,507122
HDFC Bank Ltd,P3ENHE06,17.531279,78.261479,TELANGANA,Sangareddy, , 
Axis Bank Ltd,AWCW68715,17.53147,78.26907,TELANGANA,Sangareddy,PATANCHERU, 
State Bank Of India,T1NY000916184,17.53154,78.537157,TELANGANA,Medchal Malkajgiri,SECUNDERABAD, 
Canara Bank,A3089001,17.531689,78.518533,TELANGANA,Medchal Malkajgiri, , 
HDFC Bank Ltd,P3ENHY91,17.531951,78.268418,TELANGANA,Sangareddy, , 
Axis Bank Ltd,CWCW00864,17.53231,78.487959,TELANGANA,Medchal Malkajgiri,KOMPALLY, 
Axis Bank Ltd,CWRO70206,17.53231,78.487959,TELANGANA,Medchal Malkajgiri,HYDERABAD, 
State Bank Of India,S1BW003768001,17.53285,79.50475,TELANGANA,Jangoan,WARANGAL,506222
Union Bank Of India,W0120001,17.5329,79.3551,TELANGANA,Jangoan,DEVARUPPALA,506302
Union Bank Of India,H0120101,17.5329,79.3551,TELANGANA,Jangoan,DEVARUPPALA,506302
Axis Bank Ltd,AWCW68711,17.532949,78.265389,TELANGANA,Sangareddy,PATANCHERU, 
ICICI Bank Ltd,SACWG746,17.532985,78.265686,TELANGANA,Sangareddy, , 
State Bank Of India,T1BY005916281,17.533152,78.290512,TELANGANA,Sangareddy,Patancheru, 
State Bank Of India,S1NB011082002,17.533307,78.480998,TELANGANA,Medchal Malkajgiri,MEDCHAL, 
State Bank Of India,S1BW021984001,17.533611,80.610582,TELANGANA,Bhadradri Kothagudem,KOTHAGUDEM, 
Axis Bank Ltd,DECN221006,17.5337,78.401289,TELANGANA,Medchal Malkajgiri,HYDERABAD, 
State Bank Of India,S1NB018788002,17.533849,78.23096,TELANGANA,Sangareddy,PATANCHARUVU, 
Axis Bank Ltd,CWCW68716,17.53402,78.25334,TELANGANA,Sangareddy,PATANCHERU, 
Axis Bank Ltd,BWCW424401,17.53484,78.38787,TELANGANA,Medchal Malkajgiri,HYDERABAD, 
State Bank Of India,T1BS000916304,17.535006,78.402285,TELANGANA,Medchal Malkajgiri,HYDERABAD, 
HDFC Bank Ltd,S1ANHY53,17.5353,78.3505,TELANGANA,Medchal Malkajgiri,Hyderabad,NULL
HDFC Bank Ltd,P3ECHY20,17.536443,78.436584,TELANGANA,Medchal Malkajgiri, , 
HDFC Bank Ltd,P3AWHY90,17.53698,78.437096,TELANGANA,Medchal Malkajgiri, , 
IDBI Bank Ltd,ID037402,17.5372,80.29289,TELANGANA,Khammam,Khammam,507001
HDFC Bank Ltd,P3ENHE55,17.537599,78.244599,TELANGANA,Sangareddy, , 
Bank Of India,IHY8028,17.53815,0.0,TELANGANA,Sangareddy, , 
Union Bank Of India,N1654002,17.5382,78.487,TELANGANA,Medchal Malkajgiri,HYDERABAD,500014
State Bank Of India,S1BW020472001,17.538342,77.772544,TELANGANA,Vikarabad,MARPALLE, 
State Bank Of India,T1BS005916298,17.538366,78.263859,TELANGANA,Sangareddy,HYDERABAD, 
HDFC Bank Ltd,P1ENHD28,17.538673,78.383094,TELANGANA,Medchal Malkajgiri, , 
State Bank Of India,S1BJ000916111,17.53879,78.438247,TELANGANA,Medchal Malkajgiri,HYDERABAD,500011
Axis Bank Ltd,AWCW00861,17.53912,78.235349,TELANGANA,Sangareddy,RUDRARAM, 
State Bank Of India,T1NS005916269,17.539152,78.285812,TELANGANA,Sangareddy,Patancheru, 
State Bank Of India,T1NY000916176,17.539212,78.512677,TELANGANA,Medchal Malkajgiri,SECUNDERABAD, 
Punjab National Bank,TS1A010U,17.539223,78.433853,TELANGANA,Medchal Malkajgiri,JEEDIMETLA, 
Union Bank Of India,H1726101,17.5399,78.21,TELANGANA,Sangareddy,MEDAK,502319
South Indian Bank Ltd,06880001,17.54,78.36,TELANGANA,Medchal Malkajgiri,Bachpalle,500090
HDFC Bank Ltd,P1AWBO09,17.54,78.4337,TELANGANA,Medchal Malkajgiri,Secunderabad,NULL
Bank Of India,IHY8005,17.5402,78.4385,TELANGANA,Medchal Malkajgiri, , 
Union Bank Of India,H1620101,17.5404,78.3643,TELANGANA,Medchal Malkajgiri,HYDERABAD,500091
Union Bank Of India,N1620003,17.5404,78.3643,TELANGANA,Medchal Malkajgiri,HYDERABAD,500091
Union Bank Of India,N1620002,17.54042,78.36433,TELANGANA,Medchal Malkajgiri,HYDERABAD,500091
Axis Bank Ltd,APCN68713,17.540619,78.20244,TELANGANA,Sangareddy,HYDERABAD, 
Karur Vysya Bank Ltd,S1AC0147402,17.5406223,78.36414378,TELANGANA,Medchal Malkajgiri,HYDERABAD,500090
Axis Bank Ltd,APCN68707,17.5406233,78.2024433,TELANGANA,Sangareddy,0,500074
Axis Bank Ltd,APCN68708,17.54064667,78.23219833,TELANGANA,Sangareddy,0,502300
Axis Bank Ltd,BPCN181710,17.540653,78.363861,TELANGANA,Medchal Malkajgiri, , 
HDFC Bank Ltd,P1EWHY22,17.5409,78.434,TELANGANA,Medchal Malkajgiri,Secunderabad,NULL
HDFC Bank Ltd,P1AWHY04,17.5412,78.4336,TELANGANA,Medchal Malkajgiri,Secunderabad,NULL
HDFC Bank Ltd,P1AWHY03,17.5412,78.4336,TELANGANA,Medchal Malkajgiri,Secunderabad,NULL
ICICI Bank Ltd,SACWM311,17.541271,78.433624,TELANGANA,Medchal Malkajgiri, , 
ICICI Bank Ltd,SACWN913,17.541271,78.433624,TELANGANA,Medchal Malkajgiri, , 
Axis Bank Ltd,LWCW19348,17.541624,78.386414,TELANGANA,Medchal Malkajgiri, , 
State Bank Of India,S1BW006153001,17.54218,78.22898,TELANGANA,Sangareddy,MEDAK,502300
Kotak Mahindra Bank Limited,MTGBN237,17.542324,78.226208,TELANGANA,Sangareddy,Muthangi,502019
Punjab National Bank,WC219901,17.542371,78.490171,TELANGANA,Medchal Malkajgiri,RANGAREDDY,500014
State Bank Of India,S1BG011078003,17.542409,78.205087,TELANGANA,Sangareddy,SANGAREDDY, 
State Bank Of India,S1BW020160012,17.542561,80.569411,TELANGANA,Bhadradri Kothagudem,KOTHAGUDEM, 
Indian Overseas Bank,IOBD8871,17.54267,78.51901,TELANGANA,Medchal Malkajgiri, , 
State Bank Of India,T1BW020161060,17.54277,80.355825,TELANGANA,Khammam,"SBI, KONIJERLA", 
Bank Of Baroda,1FDHYD70,17.542881,78.481447,TELANGANA,Medchal Malkajgiri,0,500014
South Indian Bank Ltd,05470003,17.5429,78.4814,TELANGANA,Medchal Malkajgiri,Greater Hyderabad,500014
ICICI Bank Ltd,SACWF106,17.542918,78.363829,TELANGANA,Medchal Malkajgiri,Hyderabad, 
State Bank Of India,T1BW020165021,17.542979,80.565991,TELANGANA,Bhadradri Kothagudem,KOTHAGUDEM, 
State Bank Of India,S5NL020905622,17.543056,80.618809,TELANGANA,Bhadradri Kothagudem,KOTHAGUDEM, 
State Bank Of India,T1NS020107019,17.543083,78.227711,TELANGANA,Sangareddy,MUTHANGI, 
State Bank Of India,S5NL020905623,17.543135,80.61867,TELANGANA,Bhadradri Kothagudem,KOTHAGUDEM, 
Axis Bank Ltd,DWCW130425,17.5432,78.4368,TELANGANA,Medchal Malkajgiri,0,0
Canara Bank,41755553,17.543241,78.491083,TELANGANA,Medchal Malkajgiri, , 
Canara Bank,28542073,17.543241,78.491083,TELANGANA,Medchal Malkajgiri, , 
Canara Bank,0878WS09,17.543241,78.491083,TELANGANA,Medchal Malkajgiri, , 
Bank Of India,FHY9006,17.5433,78.433499,TELANGANA,Medchal Malkajgiri,HYDERABAD, 
State Bank Of India,T1NS003026220,17.545383,78.207185,TELANGANA,Sangareddy,Charminar, 
HDFC Bank Ltd,P1DCHY51,17.5433,78.4341,TELANGANA,Medchal Malkajgiri,Secunderabad,NULL
Lakshmi Vilas Bank Ltd,001DM685,17.5433,0.0,TELANGANA,Medchal Malkajgiri, , 
State Bank Of India,S5NE011082621,17.54361,78.48194,TELANGANA,Medchal Malkajgiri,RANGAREDDY,500055
HDFC Bank Ltd,P3DCHD03,17.5437,78.4909,TELANGANA,Medchal Malkajgiri,Secunderabad,NULL
State Bank Of India,T1NW000916169,17.543749,78.430083,TELANGANA,Medchal Malkajgiri,HYDERABAD, 
Bank Of India,CHY9013,17.543879,0.0,TELANGANA,Medchal Malkajgiri, , 
Union Bank Of India,CBTN161801,17.543944,78.49146,TELANGANA,Medchal Malkajgiri, , 
Bank Of India,IHY9010,17.543985,78.492268,TELANGANA,Medchal Malkajgiri,HYDERABAD, 
State Bank Of India,S5NE018331621,17.544117,78.432315,TELANGANA,Medchal Malkajgiri,HYDERABAD, 
Axis Bank Ltd,SPCN7024,17.54449,78.49119,TELANGANA,Medchal Malkajgiri,0,500014
Axis Bank Ltd,CWCW70211,17.544529,78.342701,TELANGANA,Sangareddy, , 
ICICI Bank Ltd,SACWC445,17.544628,78.349494,TELANGANA,Sangareddy, , 
ICICI Bank Ltd,SACWC471,17.544628,78.349494,TELANGANA,Sangareddy, , 
ICICI Bank Ltd,SACWJ268,17.544628,78.349494,TELANGANA,Sangareddy, , 
Dhanlaxmi Bank,DHY12121,17.544885,78.505121,TELANGANA,Medchal Malkajgiri,HYDERABAD, 
State Bank Of India,T1NS003026221,17.545383,78.207185,TELANGANA,Sangareddy,Charminar, 
HDFC Bank Ltd,S1ANAP39,17.545399,80.618,TELANGANA,Bhadradri Kothagudem, , 
HDFC Bank Ltd,S1ANAG42,17.545399,80.618,TELANGANA,Bhadradri Kothagudem, , 
State Bank Of India,S1BB021070001,17.545605,78.471571,TELANGANA,Medchal Malkajgiri,Hyderabad, 
Bank Of Baroda,1FDMDK02,17.546073,78.215664,TELANGANA,Sangareddy,ISNAPUR,502319
HDFC Bank Ltd,S1ACHB04,17.5461,78.2151,TELANGANA,Sangareddy,Hyderabad,NULL
HDFC Bank Ltd,S1ANMD12,17.5462,78.2151,TELANGANA,Sangareddy,Hyderabad,NULL
ICICI Bank Ltd,SACWD766,17.546256,78.356349,TELANGANA,Sangareddy,Bollaram, 
State Bank Of India,S5NL011078621,17.546694,78.213316,TELANGANA,Sangareddy,SANGAREDDY, 
State Bank Of India,T1NS000916246,17.546719,78.432932,TELANGANA,Medchal Malkajgiri,Secunderabad, 
ICICI Bank Ltd,SACWM326,17.547309,78.492248,TELANGANA,Medchal Malkajgiri, , 
IDBI Bank Ltd,ID037401,17.54804,80.47142,TELANGANA,Bhadradri Kothagudem,Khammam,507001
Canara Bank,4498WS01,17.548225,80.615732,TELANGANA,Bhadradri Kothagudem, , 
Axis Bank Ltd,DWCW365902,17.549259,78.36983,TELANGANA,Medchal Malkajgiri,HYDERABAD, 
State Bank Of India,S5NL020160624,17.549359,80.627341,TELANGANA,Bhadradri Kothagudem,KOTHAGUDEM, 
State Bank Of India,S1BW020160013,17.549507,80.6271,TELANGANA,Bhadradri Kothagudem,KOTHAGUDEM, 
Indusind Bank,MN032901,17.54991,78.490879,TELANGANA,Medchal Malkajgiri,Hyderabad, 
State Bank Of India,S1BW021602001,17.550414,78.007668,TELANGANA,Sangareddy,KONDAPUR, 
Axis Bank Ltd,TPCN201206,17.550591,80.618702,TELANGANA,Bhadradri Kothagudem,KHAMMAM, 
Canara Bank,44982541,17.550627,80.618616,TELANGANA,Bhadradri Kothagudem, , 
State Bank Of India,S1BW011085002,17.55118,80.61483,TELANGANA,Bhadradri Kothagudem,KHAMMAM,507101
State Bank Of India,S1BW017760001,17.551517,78.384502,TELANGANA,Medchal Malkajgiri,HYDERABAD, 
Union Bank Of India,H0315101,17.5517,80.616,TELANGANA,Bhadradri Kothagudem, , 
Union Bank Of India,W0315002,17.5517,80.616,TELANGANA,Bhadradri Kothagudem, , 
Union Bank Of India,W0315003,17.5517,80.616,TELANGANA,Bhadradri Kothagudem, , 
Union Bank Of India,H2499101,17.5518,80.616,TELANGANA,Bhadradri Kothagudem, , 
Union Bank Of India,N2499002,17.5518,80.616,TELANGANA,Bhadradri Kothagudem, , 
Canara Bank,0878W024,17.552897,78.350618,TELANGANA,Sangareddy, , 
Axis Bank Ltd,CPRH19309,17.55292,78.350749,TELANGANA,Sangareddy,HYDERABAD, 
State Bank Of India,S1NW005916195,17.553241,78.21117,TELANGANA,Sangareddy,HYDERABAD, 
Axis Bank Ltd,CPRH19306,17.55333,78.345769,TELANGANA,Sangareddy,BOLLARAM, 
Axis Bank Ltd,APCN19327,17.55333,78.34577,TELANGANA,Sangareddy,0,0
State Bank Of India,T1NW020165016,17.553378,80.626456,TELANGANA,Bhadradri Kothagudem,KOTHAGUDEM, 
Axis Bank Ltd,CWCW70208,17.553382,78.443584,TELANGANA,Medchal Malkajgiri, , 
State Bank Of India,T1NW005916210,17.553571,78.382265,TELANGANA,Medchal Malkajgiri,HYDERABAD, 
ICICI Bank Ltd,SPCNJ381,17.553813,78.385131,TELANGANA,Medchal Malkajgiri, , 
Kotak Mahindra Bank Limited,HYON9595,17.554227,78.123156,TELANGANA,Sangareddy,Hyderabad,502281
HDFC Bank Ltd,P3ENHE62,17.554632,78.34941,TELANGANA,Sangareddy,HYDERABAD, 
State Bank Of India,S1BJ018788001,17.555011,78.189673,TELANGANA,Sangareddy,RAMACHANDRAPU, 
State Bank Of India,S1BW005916095,17.55528,78.3625,TELANGANA,Medchal Malkajgiri,RANGAREDDY,500049
Indian Overseas Bank,IOB8871,17.555437,78.52349,TELANGANA,Medchal Malkajgiri,HYDERABAD,0
State Bank Of India,T1NS005916234,17.555454,78.168132,TELANGANA,Sangareddy,PTANCHERU, 
State Bank Of India,S5NE011085621,17.55583,80.61417,TELANGANA,Bhadradri Kothagudem,KHAMMAM,507101
HDFC Bank Ltd,S1ACKD01,17.555999,80.616899,TELANGANA,Bhadradri Kothagudem, , 
HDFC Bank Ltd,S1ANAL88,17.555999,80.616899,TELANGANA,Bhadradri Kothagudem, , 
Axis Bank Ltd,BPCN181703,17.5560112,78.3622774,TELANGANA,Medchal Malkajgiri,0,502325
ICICI Bank Ltd,SACWC444,17.556299,78.340736,TELANGANA,Sangareddy, , 
ICICI Bank Ltd,SACWJ224,17.556299,78.340736,TELANGANA,Sangareddy, , 
Axis Bank Ltd,T3RH201204,17.556359,80.614765,TELANGANA,Bhadradri Kothagudem,BADRADRI, 
Bank Of Baroda,1FDKHM02,17.556587,80.615478,TELANGANA,Bhadradri Kothagudem,KOTHAGUDEM,507101
Karur Vysya Bank Ltd,S1AC0481001,17.556778,80.617174,TELANGANA,Bhadradri Kothagudem,KOTHAGUDEM,507101
Central Bank Of India,D11D481411,17.5573,80.61741,TELANGANA,Bhadradri Kothagudem,"GANESH BASTHI KOTHAGUDEM, KHAM",507101
State Bank Of India,T1NW020165009,17.557738,80.623256,TELANGANA,Bhadradri Kothagudem,KOTHAGUDAM, 
Canara Bank,67730096,17.558595,78.451297,TELANGANA,Medchal Malkajgiri, , 
South Indian Bank Ltd,06910001,17.5586,78.4412,TELANGANA,Medchal Malkajgiri,Greater Hyderabad,500043
Union Bank Of India,DRRD00101111111,17.55906,78.45083,TELANGANA,Medchal Malkajgiri,Ranga Reddy,500011
Union Bank Of India,WHYD14901111111,17.559106,78.45086,TELANGANA,Medchal Malkajgiri,HYDERABAD, 
State Bank Of India,S1BJ063998001,17.559188,78.490156,TELANGANA,Medchal Malkajgiri,RANGAREDDY, 
Axis Bank Ltd,SPCN68714,17.559449,78.361069,TELANGANA,Medchal Malkajgiri,ISNAPUR, 
Axis Bank Ltd,CPRH53806,17.559449,78.361069,TELANGANA,Medchal Malkajgiri,RAMACHANDRAPURAM, 
Axis Bank Ltd,CPRH68707,17.559449,78.361069,TELANGANA,Medchal Malkajgiri,ISNAPUR, 
State Bank Of India,S1BW020554001,17.560278,80.1425,TELANGANA,Mahabubabad,GANDHAMPALLI, 
Union Bank Of India,DHYD03401111111,17.579669,78.601589,TELANGANA,Sangareddy, , 
Union Bank Of India,NHYD08501111111,17.560534,78.164577,TELANGANA,Sangareddy,sangareddy, 
State Bank Of India,T1NW005916220,17.560605,78.365745,TELANGANA,Medchal Malkajgiri,HYDERABAD, 
State Bank Of India,S1BW021662001,17.561886,80.622615,TELANGANA,Bhadradri Kothagudem,KOTHAGUDEM, 
State Bank Of India,S5NL020437621,17.562413,78.401073,TELANGANA,Medchal Malkajgiri,QUTUBULLAPUR, 
State Bank Of India,S5NL011085622,17.563479,80.623314,TELANGANA,Bhadradri Kothagudem, Kothagudem, 
Axis Bank Ltd,BPCN138206,17.563825,78.166645,TELANGANA,Sangareddy,0,502329
State Bank Of India,S5NL020414623,17.563975,80.389883,TELANGANA,Bhadradri Kothagudem,KOTHAGUDEM, 
State Bank Of India,T1NW020161040,17.565708,80.106188,TELANGANA,Mahabubabad,BAYYARAM, 
State Bank Of India,S5NE020662621,17.565726,78.556258,TELANGANA,Medchal Malkajgiri,THUMKUNTA, 
Canara Bank,0878EP13,17.566063,78.451291,TELANGANA,Medchal Malkajgiri, , 
State Bank Of India,S1BG020662002,17.566228,78.553586,TELANGANA,Medchal Malkajgiri,SHAMIRPET, 
State Bank Of India,S1BW018142001,17.56639,78.73694,TELANGANA,Yadadri Bhuvanagiri,NALGONDA,508126
State Bank Of India,S1NG021160002,17.566412,78.5532,TELANGANA,Medchal Malkajgiri,Hyderabad, 
State Bank Of India,S5NL021160621,17.566473,78.553586,TELANGANA,Medchal Malkajgiri,SHAMIRPET, 
Axis Bank Ltd,BPCN174906,17.5668,80.102429,TELANGANA,Mahabubabad,BAYYARAM, 
Axis Bank Ltd,BWCW137808,17.567019,78.55441,TELANGANA,Medchal Malkajgiri,MEDCHAL, 
State Bank Of India,T1NS020107021,17.567444,78.160156,TELANGANA,Sangareddy,RUDRARAM, 
State Bank Of India,T1BW000916303,17.568019,78.51276,TELANGANA,Medchal Malkajgiri,THIRUMALGIRY, 
State Bank Of India,T1BW000916308,17.568019,78.51276,TELANGANA,Medchal Malkajgiri,SECUNDERABAD, 
HDFC Bank Ltd,P1ENVS11,17.5682,78.4855,TELANGANA,Medchal Malkajgiri,Hyderabad,NULL
State Bank Of India,S1BW008505001,17.56944,80.24853,TELANGANA,Bhadradri Kothagudem,KHAMMAM,507122
State Bank Of India,S1BW020435001,17.569641,78.158776,TELANGANA,Sangareddy,CHERIYAL, 
South Indian Bank Ltd,07260001,17.569999,79.298999,TELANGANA,Jangoan,Greater Hyderabad,500081
South Indian Bank Ltd,05380002,17.569999,79.298999,TELANGANA,Jangoan,Warangal,506004
South Indian Bank Ltd,06960001,17.569999,79.298999,TELANGANA,Jangoan,Greater Hyderabad,500097
South Indian Bank Ltd,05480003,17.569999,79.298999,TELANGANA,Jangoan,Greater Hyderabad,500049
Punjab National Bank,N1913900,17.570298,79.913673,TELANGANA,Mahabubabad,WARANGAL, 
State Bank Of India,T1NS005916236,17.57182,78.181521,TELANGANA,Sangareddy,HYDERABAD, 
HDFC Bank Ltd,S1ACHE02,17.5725,78.5567,TELANGANA,Medchal Malkajgiri,Hyderabad,NULL
Bank Of India,CHY9016,17.57358,79.63898,TELANGANA,Mahabubabad, ,506163
State Bank Of India,T1NS005916227,17.57542,78.195941,TELANGANA,Sangareddy,HYDERABAD, 
HDFC Bank Ltd,P1ENVS10,17.5756,78.4232,TELANGANA,Medchal Malkajgiri,Secunderabad,NULL
South Indian Bank Ltd,05980001,17.5757,78.4233,TELANGANA,Medchal Malkajgiri,Greater Hyderabad,500043
State Bank Of India,S1NG018841002,17.576233,78.573543,TELANGANA,Medchal Malkajgiri,SHAMIRPET, 
HDFC Bank Ltd,S1ANRT02,17.5764,78.4231,TELANGANA,Medchal Malkajgiri,Hyderabad,NULL
State Bank Of India,S5NE020105621,17.576871,78.422246,TELANGANA,Medchal Malkajgiri,MEDAK, 
Canara Bank,0658WS02,17.577654,78.94933,TELANGANA,Yadadri Bhuvanagiri, , 
Axis Bank Ltd,CPRH70204,17.578562,78.42866,TELANGANA,Medchal Malkajgiri,HYDERABAD, 
Axis Bank Ltd,APCN70205,17.578562,78.42866,TELANGANA,Medchal Malkajgiri, , 
State Bank Of India,T1NW020161050,17.578889,80.332569,TELANGANA,Bhadradri Kothagudem,"JK COLONY, KHAMMAM", 
Union Bank Of India,DHYD03401111111,17.579669,78.601589,TELANGANA,Medchal Malkajgiri, , 
State Bank Of India,S1BW005685001,17.58017,79.75291,TELANGANA,Mahabubabad,WARANGAL,506368
